comment_content,show_name,post_comment [Total Events]
"<@_!#_DnWzLMa6pRUKeh1Ir34msxqIuR52_!#_سعد_!#_> للأسف تقريبًا صحيح 😂
ذكرني بالدريم لما يسمي يزيد الراجحي يبه",غلاف,1
<@_!#_Esk7LwFyt3V1O0IeKD7dOsYMF1l1_!#_دانة_!#_> كذا أعتبرها إهانة شخصية,شمس,2
"<@_!#_Fi8XEBXmAKXe7jUE3p7IzHI6n1u2_!#_Talal_!#_> 
الذي أراه أن سنين أجيال «أشياء غيرتنا» قد قُسمت بناءً على مرحلة شبابهم، وليس كما تعودنا في التقسيم الغربي كجيل ز",أشياء غيرتنا,1
<@_!#_Fi8XEBXmAKXe7jUE3p7IzHI6n1u2_!#_Talal_!#_> اعتقد الضيف كان هجومي اكثر من اسلوبه في النشرة سابقاً و يمكن أثر هذا الشيء على توضيح الفكرة ، لكن بقترح عليك حلقتي,الصفحة الأخيرة,1
<@_!#_Fi8XEBXmAKXe7jUE3p7IzHI6n1u2_!#_Talal_!#_> اعتقد الضيف كان هجومي في هالحلقة اكثر من اسلوبه بالنشرة سابقاً ولعل هذا الشيء لم يخدمه في توضيح وجهة النظر و الأث,الصفحة الأخيرة,2
"<@_!#_Fi8XEBXmAKXe7jUE3p7IzHI6n1u2_!#_Talal_!#_> د.بندر الغميز له حلقة مع فنجان رقمها 187 ، و ايضاً له حلقة في بودكاست جولان بعنوان ( اللغة العربية هوية تُعاش ) . 
راح",الصفحة الأخيرة,1
<@_!#_G1do24rBqSgX9BxgSbR6J9qur3J2_!#_ميساء سعيد_!#_> تعالي نلطم سوا💔,احتيال,1
<@_!#_K8HN8PEAYcVErT7s6Y2TSpi05KJ2_!#_Abrar_!#_> jadi@thmanyah.com,جادي,1
"<@_!#_K8HN8PEAYcVErT7s6Y2TSpi05KJ2_!#_Abrar_!#_> الا كفّار عيال كفّار على كيفك؟  

لَّقَدۡ كَفَرَ ٱلَّذِينَ قَالُوٓاْ إِنَّ ٱللَّهَ هُوَ ٱلۡمَسِيحُ ٱبۡنُ مَرۡيَم",فنجان مع عبدالرحمن أبومالح,1
<@_!#_KzDGSr3PZgbVFRaGlUkVKo9wv212_!#_ايمن_!#_>,بودكاست العلب,2
<@_!#_KzDGSr3PZgbVFRaGlUkVKo9wv212_!#_ايمن_!#_>,بودكاست النشر,3
<@_!#_LAaQQuNZX4NrT0mNA7tRNnmSGee2_!#_متابع_!#_> اقترح عليك تقرا اخر عدد نزلت اليوم من ( نشرة أها ) .,فنجان مع عبدالرحمن أبومالح,1
<@_!#_LAaQQuNZX4NrT0mNA7tRNnmSGee2_!#_متابع_!#_> تدخل موقع ثمانية ، تسجل بنفس ايميلك اللي مشترك فيه بالراديو ، تفتح لك النشرات الخاصة في قسم ( المقالات ) بعنوان :,فنجان مع عبدالرحمن أبومالح,1
<@_!#_LAaQQuNZX4NrT0mNA7tRNnmSGee2_!#_متابع_!#_> هدي بالك ووسع صدرك ، لكل شخص رأيه وطريقته ومو كل اللي يسمعون الحلقه بنفس ذكاءك وعلمك وثقافتك .. ترى بودكاست مو م,فنجان مع عبدالرحمن أبومالح,1
<@_!#_Lf1sSwN8Yvb4DL6tU3ljRMHWdDP2_!#_شيراز_!#_>,نجيب محفوظ,1
<@_!#_RKamY85RJbZjZVo2GdEXUOU3S073_!#_🆎_!#_>,بلوميست,2
<@_!#_RWze79i265OyhiEHRhUu6yAX8m42_!#_جودي_!#_>,بلوميست,2
<@_!#_T9z4W3OroxRnL5mtR6O8dcmxPlY2_!#_شيراز_!#_>,بلوميست,1
<@_!#_UxIiI5BdmgOV4lpoZxAiLrXpxPe2_!#_بودكاست لمبة_!#_>,بلوميست,1
<@_!#_XMHh1VrwfseTZXeyIJ8X0ARlZ8b2_!#_رغداء_!#_> اضم صوتي لك🙂‍↕️🧡,سوالف بزنس مع مشهور الدبيان,1
<@_!#_YaYclnNxyQYiwdGEd2sOSNbRGpP2_!#_عبد الإله_!#_>  ما فهمت فقرة استيراد النفط إذا ممكن توضحها، من اللي يستورد؟ 😅 مب معقول نحن,جادي,1
<@_!#_a9VWYQJzi1WhxzfOzGUEDgqiStT2_!#_نواف_!#_>  حلقة,فنجان مع عبدالرحمن أبومالح,1
<@_!#_ajZc67ASKxVvTw8TO8eWLvTJkQr2_!#_امل_!#_>,بلوميستس,3
<@_!#_dHxKRwVRRGX7RftGkFR9LZRpll73_!#_Amr Salman_!#_>,نبض البلد - Nabd Al Balad,6
<@_!#_dHxKRwVRRGX7RftGkFR9LZRpll73_!#_Amr Salman_!#_> just testing this,nil,2
<@_!#_dHxKRwVRRGX7RftGkFR9LZRpll73_!#_Amr Salman_!#_> more and more tests,Cortex,2
<@_!#_dHxKRwVRRGX7RftGkFR9LZRpll73_!#_Amr Salman_!#_> you will like this,Cortex,5
<@_!#_daKbOvvWTNcpMDaOS6lB7CrCcTH2_!#_عبدالرحمــٰن_!#_> احترم نفسك اوك محمد عبده مغني قامه ، لكن يجي بعدها بعشر سطور.,نشرة إلخ,1
<@_!#_daKbOvvWTNcpMDaOS6lB7CrCcTH2_!#_عبدالرحمن أبومالح_!#_>   عبدالرحمن ليه ما تضيفو النشرات في تطبيق ثمانية بيحث كل نشره يكون لها حساب خاص فيها حرام والله الن,جادي,1
<@_!#_eknfh0DCsySwqd0Zyd76kZ7Tozl1_!#_محمد_!#_> فيه حلقة عن التأمين الصحي في بودكاست الصفحة الأخيرة,جادي,1
<@_!#_hJ2WYAjDWwWa1RDfLMkSqbyyUyo1_!#_محمود_!#_>,بودكاست الطاولات,2
<@_!#_hc6gCEZjl9RAAVUI2Nv7cdvzh6C2_!#_بدون اسم_!#_>,بلوميستس,1
<@_!#_j2oXQgBlUzOmIAAPOlNp4mgiag72_!#_ثمانية_!#_> عندي مشكله انا اشتركت في راديو ثمانية وتم خصم المبلغ ولم يتم تفعيل الاشتراك.,احتيال,1
<@_!#_j2oXQgBlUzOmIAAPOlNp4mgiag72_!#_ثمانية_!#_> من الحلقات المفضلة عندي ، و اتمنى اشوفها في قائمة ( افضل حلقات 2024 ) 🌟🧡,جَوَلان,1
<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_>  مرّت سنة على المشروع الذي أحبه الجميع! 🎉 فكرة التطبيق كانت مجرد فكرة في #المختبر! ولكن مع مرور الوقت، أصبح حقيقة,بلوميستس,1
<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_> تيتيتًهطهين ، نسنيني مطنين أنينيني نيتطتيتي. يننينين تيتنين ينتيطننط ًنطنطنطن طروطنط طننطنط نطنطنط تطنططن طنن,بلوميستس,1
"<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_> ما اشتقت لأشياء غيّرتنا؟
أشياء غيّرتنا عاد في موسم جديد رمضاني، لكن ما هو عن رمضان. 
عن الأجيال اللي غيّرت السعود",بلوميستس,1
"<@_!#_lGjnpqwRwqcLlDOVgL00yQSd3Ru1_!#_Sherazh_!#_> مرّت سنة على البرنامج الذي يحبه الجميع. ❤️فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي",بلوميستس,1
<@_!#_lvbMk9El3lR9MCQQbapq7W1gj5h2_!#_شيراز_!#_>,امشِ مع,1
<@_!#_lvbMk9El3lR9MCQQbapq7W1gj5h2_!#_شيراز_!#_>,سوالف بزنس مع مشهور الدبيان,1
<@_!#_lvbMk9El3lR9MCQQbapq7W1gj5h2_!#_شيراز_!#_>,نجيب محفوظ,1
<@_!#_njiSkKhRqEde66rGxwU3BiqgbNy1_!#_نُــور_!#_>ُ شكرًا على الاقتراحات، أحب اللغة العربية وأقدر أهميتها ومكانتها من ناحية دينية قبل كل شي، ولكن حتى لو أصبح كل,الصفحة الأخيرة,2
<@_!#_qfApzGKevxacb4WKxPOu42WKFLg2_!#_Ahmed_!#_> شيك على النشرة السرية بتشوف شيء يسرك🔏,فنجان مع عبدالرحمن أبومالح,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,بودكاست اكتوبر,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,بودكاست العلب,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,بودكاست تجربة الاعلانات,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,جوستاين قاردر,2
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,عمر الجريسي,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,كواليس,1
<@_!#_rWMCZbnUbMUaljIfQTrtW1Iz1do1_!#_شيراز حسن_!#_>,نشرة أها!,1
<@_!#_tqmOSxxJ5cMto60Whoc1u6SDNfb2_!#_شيراز_!#_>,بلوميستس,1
<@_!#_v32mON1PuLOkg9FLO1WlVaogzUy1_!#_شيرااز_!#_>,بودكاست تجربة الاعلانات,1
<@_!#_vWY1MYjyQpbL70LuRdkEp5lXXO63_!#_شيراز_!#_>,بلوميست,3
<@_!#_vWY1MYjyQpbL70LuRdkEp5lXXO63_!#_شيراز_!#_>,بودكاست النشر,2
<@_!#_wdcxM7E9ovRIxRxFfBHvA4U7L9x1_!#_علي بوصالح_!#_>,سوالف بزنس مع مشهور الدبيان,2
<@_!#_xTmro8LC62VRCdvmVMuZmPxDz2K3_!#_فيّ_!#_> طيب و الي يشتهي كنافة و بقلاوة؟ أبغى أصعد الموضوع لأن أكيد أكيد بكتيريته بها بلا,شمس,1
<@_!#_y3vhlhBaLjep5HjHrf3USLkumxI2_!#_ريان_!#_>  شوف ذي الحلقة بتعجبك,سوالف بزنس مع مشهور الدبيان,1
"<إذا انصرفت نفسي عن الشيءِ 
‏لم أكد إليه بوجهٍ آخر الدهر أُقبِله.>",أسمار,1
"@/Curator (@/abumalihfan, formerly) Wrapped: 2024 🚨

Total posts: 182
Total likes: 141
Total episodes queued after posting about them: 41
First follower: @abdulkarimbinkaab ⭐️
Welcomed: 110 new followers
Total unfollows: 10 (بسلامتهم)

Top",The Broski Report with Brittany Broski,1
"@sherazh  مرّت سنة على البرنامج الذي يحبه الجميع. ❤️فكرة البودكاست كانت حبيسة مطبخ المحتوى لسنة، إلى أن جاء رمضان الماضي وقلنا حانت، و Sherazhh لها",بلوميستس,1
@sherazzzh,بلوميست,1
@ابرار اسمها بوني مو بنتو (غلطت).. بنتو سيارة لها قصة ثانية.. فعلا هم استنسخوا البنتو بعد فض شراكتهم مع فورد ولكن اسمها الصحيح كان بوني,جادي,1
@بلوميست,بلوميست,1
"@عبد الإله

القوائم المالية لأرامكو تتضمن التعويض الذي تحصل عليه أرامكو من الحكومة مقابل بيع الوقود بالسعر المدعوم. بغضّ النظر عن آلية الدفع",جادي,1
"@محمد الغامدي
رهيبة فكرة اطبع لي.. شكرا على المشاركة، ما قد سمعت فيها.
أسعار التوصيل غالية ولكن مناسبة للي يحتاج ورقة في السنة.

من الآن وصاعدا",جادي,1
A great first episode to explore in early access!,سقراط مع عمر الجريسي,1
ABSOLUTE CINEMA,احتيال,1
Aaaaa,بودكاست الحصريات بعد التعديل,1
Absolute cinema,احتيال,1
"All this years first heard Harland William 
What’s Trasure",KILL TONY,1
Amazing,كتُبيولوجِي - Kotobiology,1
"Amazing episode 
Who believes that Steven has been rejected by a person in the past

Some of the amazing things that I took from listening to this episode:
- all of us sometimes experience some sort of self doubt, especially when we do something we haven",The Diary Of A CEO with Steven Bartlett,1
Awesome Episode!,Lenny's Podcast: Product | Growth | Career,1
B,فنجان مع عبدالرحمن أبومالح,2
Bader,فنجان مع عبدالرحمن أبومالح,1
Bitcoin is the king,جادي,1
Black Mirror الحياة الواقعية,رابط تشعبي,1
Bodega Cat with whiskey ginger you can’t get enough,Whiskey Ginger with Andrew Santino,1
"BooooOOoOo🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅🍅 داخله ابا اسمع سب
يا ناس اكرهه ديلين ذا مستفز اكرهههه وجهه مال بوقس",The Polyester Podcast,1
